"Statistic Label","Year","Ireland","UNIT","VALUE"
"Deaths, Female","1962","Ireland","Number","15483"
"Deaths, Female","1963","Ireland","Number","15596"
"Deaths, Female","1964","Ireland","Number","15000"
"Deaths, Female","1965","Ireland","Number","15057"
"Deaths, Female","1966","Ireland","Number","15965"
"Deaths, Female","1967","Ireland","Number","14365"
"Deaths, Female","1968","Ireland","Number","15126"
"Deaths, Female","1969","Ireland","Number","15394"
"Deaths, Female","1970","Ireland","Number","15239"
"Deaths, Female","1971","Ireland","Number","14533"
"Deaths, Female","1972","Ireland","Number","15650"
"Deaths, Female","1973","Ireland","Number","15503"
"Deaths, Female","1974","Ireland","Number","15998"
"Deaths, Female","1975","Ireland","Number","15096"
"Deaths, Female","1976","Ireland","Number","15578"
"Deaths, Female","1977","Ireland","Number","15335"
"Deaths, Female","1978","Ireland","Number","15352"
"Deaths, Female","1979","Ireland","Number","15078"
"Deaths, Female","1980","Ireland","Number","15242"
"Deaths, Female","1981","Ireland","Number","14861"
"Deaths, Female","1982","Ireland","Number","14702"
"Deaths, Female","1983","Ireland","Number","14950"
"Deaths, Female","1984","Ireland","Number","14591"
"Deaths, Female","1985","Ireland","Number","15012"
"Deaths, Female","1986","Ireland","Number","15317"
"Deaths, Female","1987","Ireland","Number","14411"
"Deaths, Female","1988","Ireland","Number","14600"
"Deaths, Female","1989","Ireland","Number","15053"
"Deaths, Female","1990","Ireland","Number","14816"
"Deaths, Female","1991","Ireland","Number","14702"
"Deaths, Female","1992","Ireland","Number","14415"
"Deaths, Female","1993","Ireland","Number","15113"
"Deaths, Female","1994","Ireland","Number","14610"
"Deaths, Female","1995","Ireland","Number","15184"
"Deaths, Female","1996","Ireland","Number","15051"
"Deaths, Female","1997","Ireland","Number","15144"
"Deaths, Total","1923","Ireland","Number","42217"
"Deaths, Total","1924","Ireland","Number","45189"
"Deaths, Total","1925","Ireland","Number","43650"
"Deaths, Total","1926","Ireland","Number","41740"
"Deaths, Total","1927","Ireland","Number","43677"
"Deaths, Total","1928","Ireland","Number","41792"
"Deaths, Total","1929","Ireland","Number","42991"
"Deaths, Total","1930","Ireland","Number","41702"
"Deaths, Total","1931","Ireland","Number","42947"
"Deaths, Total","1932","Ireland","Number","42984"
"Deaths, Total","1933","Ireland","Number","40539"
"Deaths, Total","1934","Ireland","Number","39083"
"Deaths, Total","1935","Ireland","Number","41543"
"Deaths, Total","1936","Ireland","Number","42586"
"Deaths, Total","1937","Ireland","Number","45086"
"Deaths, Total","1938","Ireland","Number","40041"
"Deaths, Total","1939","Ireland","Number","41717"
"Deaths, Total","1940","Ireland","Number","41885"
"Deaths, Total","1941","Ireland","Number","43797"
"Deaths, Total","1942","Ireland","Number","41640"
"Deaths, Total","1943","Ireland","Number","43494"
"Deaths, Total","1944","Ireland","Number","45128"
"Deaths, Total","1945","Ireland","Number","42762"
"Deaths, Total","1946","Ireland","Number","41457"
"Deaths, Total","1947","Ireland","Number","44061"
"Deaths, Total","1948","Ireland","Number","36357"
"Deaths, Total","1949","Ireland","Number","38062"
"Deaths, Total","1950","Ireland","Number","37741"
"Deaths, Total","1951","Ireland","Number","42382"
"Deaths, Total","1952","Ireland","Number","35105"
"Deaths, Total","1953","Ireland","Number","34591"
"Deaths, Total","1954","Ireland","Number","35535"
"Deaths, Total","1955","Ireland","Number","36761"
"Deaths, Total","1956","Ireland","Number","33910"
"Deaths, Total","1957","Ireland","Number","34311"
"Deaths, Total","1958","Ireland","Number","34248"
"Deaths, Total","1959","Ireland","Number","34243"
"Deaths, Total","1960","Ireland","Number","32660"
"Deaths, Total","1961","Ireland","Number","34763"
"Deaths, Total","1962","Ireland","Number","33838"
"Deaths, Total","1963","Ireland","Number","33795"
"Deaths, Total","1964","Ireland","Number","32630"
"Deaths, Total","1965","Ireland","Number","33022"
"Deaths, Total","1966","Ireland","Number","35113"
"Deaths, Total","1967","Ireland","Number","31400"
"Deaths, Total","1968","Ireland","Number","33157"
"Deaths, Total","1969","Ireland","Number","33734"
"Deaths, Total","1970","Ireland","Number","33686"
"Deaths, Total","1971","Ireland","Number","31890"
"Deaths, Total","1972","Ireland","Number","34381"
"Deaths, Total","1973","Ireland","Number","34192"
"Deaths, Total","1974","Ireland","Number","34921"
"Deaths, Total","1975","Ireland","Number","33173"
"Deaths, Total","1976","Ireland","Number","34043"
"Deaths, Total","1977","Ireland","Number","33632"
"Deaths, Total","1978","Ireland","Number","33794"
"Deaths, Total","1979","Ireland","Number","33771"
"Deaths, Total","1980","Ireland","Number","33472"
"Deaths, Total","1981","Ireland","Number","32929"
"Deaths, Total","1982","Ireland","Number","32457"
"Deaths, Total","1983","Ireland","Number","32976"
"Deaths, Total","1984","Ireland","Number","32076"
"Deaths, Total","1985","Ireland","Number","33213"
"Deaths, Total","1986","Ireland","Number","33630"
"Deaths, Total","1987","Ireland","Number","31413"
"Deaths, Total","1988","Ireland","Number","31580"
"Deaths, Total","1989","Ireland","Number","32111"
"Deaths, Total","1990","Ireland","Number","31818"
"Deaths, Total","1991","Ireland","Number","31305"
"Deaths, Total","1992","Ireland","Number","30931"
"Deaths, Total","1993","Ireland","Number","32148"
"Deaths, Total","1994","Ireland","Number","30948"
"Deaths, Total","1995","Ireland","Number","32259"
"Deaths, Total","1996","Ireland","Number","31723"
"Deaths, Total","1997","Ireland","Number","31605"
"Natural Increase","1923","Ireland","Number","19473"
"Natural Increase","1924","Ireland","Number","18222"
"Natural Increase","1925","Ireland","Number","18419"
"Natural Increase","1926","Ireland","Number","19436"
"Natural Increase","1927","Ireland","Number","16377"
"Natural Increase","1928","Ireland","Number","17384"
"Natural Increase","1929","Ireland","Number","15289"
"Natural Increase","1930","Ireland","Number","16651"
"Natural Increase","1931","Ireland","Number","14139"
"Natural Increase","1932","Ireland","Number","13256"
"Natural Increase","1933","Ireland","Number","16825"
"Natural Increase","1934","Ireland","Number","18814"
"Natural Increase","1935","Ireland","Number","16723"
"Natural Increase","1936","Ireland","Number","15529"
"Natural Increase","1937","Ireland","Number","11402"
"Natural Increase","1938","Ireland","Number","16884"
"Natural Increase","1939","Ireland","Number","14353"
"Natural Increase","1940","Ireland","Number","14709"
"Natural Increase","1941","Ireland","Number","12983"
"Natural Increase","1942","Ireland","Number","24477"
"Natural Increase","1943","Ireland","Number","20881"
"Natural Increase","1944","Ireland","Number","20297"
"Natural Increase","1945","Ireland","Number","24099"
"Natural Increase","1946","Ireland","Number","26465"
"Natural Increase","1947","Ireland","Number","24917"
"Natural Increase","1948","Ireland","Number","29573"
"Natural Increase","1949","Ireland","Number","26091"
"Natural Increase","1950","Ireland","Number","25824"
"Natural Increase","1951","Ireland","Number","20496"
"Natural Increase","1952","Ireland","Number","29526"
"Natural Increase","1953","Ireland","Number","27967"
"Natural Increase","1954","Ireland","Number","26999"
"Natural Increase","1955","Ireland","Number","24861"
"Natural Increase","1956","Ireland","Number","26830"
"Natural Increase","1957","Ireland","Number","26931"
"Natural Increase","1958","Ireland","Number","25262"
"Natural Increase","1959","Ireland","Number","25945"
"Natural Increase","1960","Ireland","Number","28075"
"Natural Increase","1961","Ireland","Number","25062"
"Natural Increase","1962","Ireland","Number","27944"
"Natural Increase","1963","Ireland","Number","29451"
"Natural Increase","1964","Ireland","Number","31442"
"Natural Increase","1965","Ireland","Number","30503"
"Natural Increase","1966","Ireland","Number","27102"
"Natural Increase","1967","Ireland","Number","29907"
"Natural Increase","1968","Ireland","Number","27847"
"Natural Increase","1969","Ireland","Number","29178"
"Natural Increase","1970","Ireland","Number","30696"
"Natural Increase","1971","Ireland","Number","35661"
"Natural Increase","1972","Ireland","Number","34146"
"Natural Increase","1973","Ireland","Number","34521"
"Natural Increase","1974","Ireland","Number","33986"
"Natural Increase","1975","Ireland","Number","34005"
"Natural Increase","1976","Ireland","Number","33675"
"Natural Increase","1977","Ireland","Number","35260"
"Natural Increase","1978","Ireland","Number","36505"
"Natural Increase","1979","Ireland","Number","38768"
"Natural Increase","1980","Ireland","Number","40592"
"Natural Increase","1981","Ireland","Number","39229"
"Natural Increase","1982","Ireland","Number","38386"
"Natural Increase","1983","Ireland","Number","34141"
"Natural Increase","1984","Ireland","Number","31986"
"Natural Increase","1985","Ireland","Number","29175"
"Natural Increase","1986","Ireland","Number","27990"
"Natural Increase","1987","Ireland","Number","27020"
"Natural Increase","1988","Ireland","Number","23020"
"Natural Increase","1989","Ireland","Number","19907"
"Natural Increase","1990","Ireland","Number","21136"
"Natural Increase","1991","Ireland","Number","21413"
"Natural Increase","1992","Ireland","Number","20158"
"Natural Increase","1993","Ireland","Number","17156"
"Natural Increase","1994","Ireland","Number","17307"
"Natural Increase","1995","Ireland","Number","16528"
"Natural Increase","1996","Ireland","Number","18667"
"Natural Increase","1997","Ireland","Number","20706"
"Marriage Rate","1923","Ireland","Rate per 1,000","5"
"Marriage Rate","1924","Ireland","Rate per 1,000","5"
"Marriage Rate","1925","Ireland","Rate per 1,000","5"
"Marriage Rate","1926","Ireland","Rate per 1,000","5"
"Marriage Rate","1927","Ireland","Rate per 1,000","5"
"Marriage Rate","1928","Ireland","Rate per 1,000","5"
"Marriage Rate","1929","Ireland","Rate per 1,000","5"
"Marriage Rate","1930","Ireland","Rate per 1,000","5"
"Marriage Rate","1931","Ireland","Rate per 1,000","4"
"Marriage Rate","1932","Ireland","Rate per 1,000","4"
"Marriage Rate","1933","Ireland","Rate per 1,000","5"
"Marriage Rate","1934","Ireland","Rate per 1,000","5"
"Marriage Rate","1935","Ireland","Rate per 1,000","5"
"Marriage Rate","1936","Ireland","Rate per 1,000","5"
"Marriage Rate","1937","Ireland","Rate per 1,000","5"
"Marriage Rate","1938","Ireland","Rate per 1,000","5"
"Marriage Rate","1939","Ireland","Rate per 1,000","5"
"Marriage Rate","1940","Ireland","Rate per 1,000","5"
"Marriage Rate","1941","Ireland","Rate per 1,000","5"
"Marriage Rate","1942","Ireland","Rate per 1,000","6"
"Marriage Rate","1943","Ireland","Rate per 1,000","6"
"Marriage Rate","1944","Ireland","Rate per 1,000","6"
"Marriage Rate","1945","Ireland","Rate per 1,000","6"
"Marriage Rate","1946","Ireland","Rate per 1,000","6"
"Marriage Rate","1947","Ireland","Rate per 1,000","5"
"Marriage Rate","1948","Ireland","Rate per 1,000","5"
"Marriage Rate","1949","Ireland","Rate per 1,000","5"
"Marriage Rate","1950","Ireland","Rate per 1,000","5"
"Marriage Rate","1951","Ireland","Rate per 1,000","5"
"Marriage Rate","1952","Ireland","Rate per 1,000","5"
"Marriage Rate","1953","Ireland","Rate per 1,000","5"
"Marriage Rate","1954","Ireland","Rate per 1,000","5"
"Marriage Rate","1955","Ireland","Rate per 1,000","6"
"Marriage Rate","1956","Ireland","Rate per 1,000","6"
"Marriage Rate","1957","Ireland","Rate per 1,000","5"
"Marriage Rate","1958","Ireland","Rate per 1,000","5"
"Marriage Rate","1959","Ireland","Rate per 1,000","5"
"Marriage Rate","1960","Ireland","Rate per 1,000","6"
"Marriage Rate","1961","Ireland","Rate per 1,000","5"
"Marriage Rate","1962","Ireland","Rate per 1,000","6"
"Marriage Rate","1963","Ireland","Rate per 1,000","6"
"Marriage Rate","1964","Ireland","Rate per 1,000","6"
"Marriage Rate","1965","Ireland","Rate per 1,000","6"
"Marriage Rate","1966","Ireland","Rate per 1,000","6"
"Marriage Rate","1967","Ireland","Rate per 1,000","6"
"Marriage Rate","1968","Ireland","Rate per 1,000","6"
"Marriage Rate","1969","Ireland","Rate per 1,000","7"
"Marriage Rate","1970","Ireland","Rate per 1,000","7"
"Marriage Rate","1971","Ireland","Rate per 1,000","7"
"Marriage Rate","1972","Ireland","Rate per 1,000","7"
"Marriage Rate","1973","Ireland","Rate per 1,000","8"
"Marriage Rate","1974","Ireland","Rate per 1,000","7"
"Marriage Rate","1975","Ireland","Rate per 1,000","7"
"Marriage Rate","1976","Ireland","Rate per 1,000","6"
"Marriage Rate","1977","Ireland","Rate per 1,000","6"
"Marriage Rate","1978","Ireland","Rate per 1,000","6"
"Marriage Rate","1979","Ireland","Rate per 1,000","6"
"Marriage Rate","1980","Ireland","Rate per 1,000","6"
"Marriage Rate","1981","Ireland","Rate per 1,000","6"
"Marriage Rate","1982","Ireland","Rate per 1,000","6"
"Marriage Rate","1983","Ireland","Rate per 1,000","6"
"Marriage Rate","1984","Ireland","Rate per 1,000","5"
"Marriage Rate","1985","Ireland","Rate per 1,000","5"
"Marriage Rate","1986","Ireland","Rate per 1,000","5"
"Marriage Rate","1987","Ireland","Rate per 1,000","5"
"Marriage Rate","1988","Ireland","Rate per 1,000","5"
"Marriage Rate","1989","Ireland","Rate per 1,000","5"
"Marriage Rate","1990","Ireland","Rate per 1,000","5"
"Marriage Rate","1991","Ireland","Rate per 1,000","5"
"Marriage Rate","1992","Ireland","Rate per 1,000","5"
"Marriage Rate","1993","Ireland","Rate per 1,000","5"
"Marriage Rate","1994","Ireland","Rate per 1,000","5"
"Marriage Rate","1995","Ireland","Rate per 1,000","4"
"Marriage Rate","1996","Ireland","Rate per 1,000","4"
"Marriage Rate","1997","Ireland","Rate per 1,000","4"
"Birth Rate","1923","Ireland","Rate per 1,000","20"
"Birth Rate","1924","Ireland","Rate per 1,000","21"
"Birth Rate","1925","Ireland","Rate per 1,000","21"
"Birth Rate","1926","Ireland","Rate per 1,000","21"
"Birth Rate","1927","Ireland","Rate per 1,000","20"
"Birth Rate","1928","Ireland","Rate per 1,000","20"
"Birth Rate","1929","Ireland","Rate per 1,000","20"
"Birth Rate","1930","Ireland","Rate per 1,000","20"
"Birth Rate","1931","Ireland","Rate per 1,000","19"
"Birth Rate","1932","Ireland","Rate per 1,000","19"
"Birth Rate","1933","Ireland","Rate per 1,000","19"
"Birth Rate","1934","Ireland","Rate per 1,000","19"
"Birth Rate","1935","Ireland","Rate per 1,000","20"
"Birth Rate","1936","Ireland","Rate per 1,000","20"
"Birth Rate","1937","Ireland","Rate per 1,000","19"
"Birth Rate","1938","Ireland","Rate per 1,000","19"
"Birth Rate","1939","Ireland","Rate per 1,000","19"
"Birth Rate","1940","Ireland","Rate per 1,000","19"
"Birth Rate","1941","Ireland","Rate per 1,000","19"
"Birth Rate","1942","Ireland","Rate per 1,000","22"
"Birth Rate","1943","Ireland","Rate per 1,000","22"
"Birth Rate","1944","Ireland","Rate per 1,000","22"
"Birth Rate","1945","Ireland","Rate per 1,000","23"
"Birth Rate","1946","Ireland","Rate per 1,000","23"
"Birth Rate","1947","Ireland","Rate per 1,000","23"
"Birth Rate","1948","Ireland","Rate per 1,000","22"
"Birth Rate","1949","Ireland","Rate per 1,000","21"
"Birth Rate","1950","Ireland","Rate per 1,000","21"
"Birth Rate","1951","Ireland","Rate per 1,000","21"
"Birth Rate","1952","Ireland","Rate per 1,000","22"
"Birth Rate","1953","Ireland","Rate per 1,000","21"
"Birth Rate","1954","Ireland","Rate per 1,000","21"
"Birth Rate","1955","Ireland","Rate per 1,000","21"
"Birth Rate","1956","Ireland","Rate per 1,000","21"
"Birth Rate","1957","Ireland","Rate per 1,000","21"
"Birth Rate","1958","Ireland","Rate per 1,000","21"
"Birth Rate","1959","Ireland","Rate per 1,000","21"
"Birth Rate","1960","Ireland","Rate per 1,000","22"
"Birth Rate","1961","Ireland","Rate per 1,000","21"
"Birth Rate","1962","Ireland","Rate per 1,000","22"
"Birth Rate","1963","Ireland","Rate per 1,000","22"
"Birth Rate","1964","Ireland","Rate per 1,000","22"
"Birth Rate","1965","Ireland","Rate per 1,000","22"
"Birth Rate","1966","Ireland","Rate per 1,000","22"
"Birth Rate","1967","Ireland","Rate per 1,000","21"
"Birth Rate","1968","Ireland","Rate per 1,000","21"
"Birth Rate","1969","Ireland","Rate per 1,000","22"
"Birth Rate","1970","Ireland","Rate per 1,000","22"
"Birth Rate","1971","Ireland","Rate per 1,000","23"
"Birth Rate","1972","Ireland","Rate per 1,000","23"
"Birth Rate","1973","Ireland","Rate per 1,000","22"
"Birth Rate","1974","Ireland","Rate per 1,000","22"
"Birth Rate","1975","Ireland","Rate per 1,000","21"
"Birth Rate","1976","Ireland","Rate per 1,000","21"
"Birth Rate","1977","Ireland","Rate per 1,000","21"
"Birth Rate","1978","Ireland","Rate per 1,000","21"
"Birth Rate","1979","Ireland","Rate per 1,000","22"
"Birth Rate","1980","Ireland","Rate per 1,000","22"
"Birth Rate","1981","Ireland","Rate per 1,000","21"
"Birth Rate","1982","Ireland","Rate per 1,000","20"
"Birth Rate","1983","Ireland","Rate per 1,000","19"
"Birth Rate","1984","Ireland","Rate per 1,000","18"
"Birth Rate","1985","Ireland","Rate per 1,000","18"
"Birth Rate","1986","Ireland","Rate per 1,000","17"
"Birth Rate","1987","Ireland","Rate per 1,000","16"
"Birth Rate","1988","Ireland","Rate per 1,000","15"
"Birth Rate","1989","Ireland","Rate per 1,000","15"
"Birth Rate","1990","Ireland","Rate per 1,000","15"
"Birth Rate","1991","Ireland","Rate per 1,000","15"
"Birth Rate","1992","Ireland","Rate per 1,000","14"
"Birth Rate","1993","Ireland","Rate per 1,000","14"
"Birth Rate","1994","Ireland","Rate per 1,000","14"
"Birth Rate","1995","Ireland","Rate per 1,000","14"
"Birth Rate","1996","Ireland","Rate per 1,000","14"
"Birth Rate","1997","Ireland","Rate per 1,000","14"
"Death Rate","1923","Ireland","Rate per 1,000","14"
"Death Rate","1924","Ireland","Rate per 1,000","15"
"Death Rate","1925","Ireland","Rate per 1,000","15"
"Death Rate","1926","Ireland","Rate per 1,000","14"
"Death Rate","1927","Ireland","Rate per 1,000","15"
"Death Rate","1928","Ireland","Rate per 1,000","14"
"Death Rate","1929","Ireland","Rate per 1,000","15"
"Death Rate","1930","Ireland","Rate per 1,000","14"
"Death Rate","1931","Ireland","Rate per 1,000","15"
"Death Rate","1932","Ireland","Rate per 1,000","14"
"Death Rate","1933","Ireland","Rate per 1,000","14"
"Death Rate","1934","Ireland","Rate per 1,000","13"
"Death Rate","1935","Ireland","Rate per 1,000","14"
"Death Rate","1936","Ireland","Rate per 1,000","14"
"Death Rate","1937","Ireland","Rate per 1,000","15"
"Death Rate","1938","Ireland","Rate per 1,000","14"
"Death Rate","1939","Ireland","Rate per 1,000","14"
"Death Rate","1940","Ireland","Rate per 1,000","14"
"Death Rate","1941","Ireland","Rate per 1,000","15"
"Death Rate","1942","Ireland","Rate per 1,000","15"
"Death Rate","1943","Ireland","Rate per 1,000","15"
"Death Rate","1944","Ireland","Rate per 1,000","15"
"Death Rate","1945","Ireland","Rate per 1,000","14"
"Death Rate","1946","Ireland","Rate per 1,000","14"
"Death Rate","1947","Ireland","Rate per 1,000","15"
"Death Rate","1948","Ireland","Rate per 1,000","12"
"Death Rate","1949","Ireland","Rate per 1,000","13"
"Death Rate","1950","Ireland","Rate per 1,000","13"
"Death Rate","1951","Ireland","Rate per 1,000","14"
"Death Rate","1952","Ireland","Rate per 1,000","12"
"Death Rate","1953","Ireland","Rate per 1,000","12"
"Death Rate","1954","Ireland","Rate per 1,000","12"
"Death Rate","1955","Ireland","Rate per 1,000","13"
"Death Rate","1956","Ireland","Rate per 1,000","12"
"Death Rate","1957","Ireland","Rate per 1,000","12"
"Death Rate","1958","Ireland","Rate per 1,000","12"
"Death Rate","1959","Ireland","Rate per 1,000","12"
"Death Rate","1960","Ireland","Rate per 1,000","12"
"Death Rate","1961","Ireland","Rate per 1,000","12"
"Death Rate","1962","Ireland","Rate per 1,000","12"
"Death Rate","1963","Ireland","Rate per 1,000","12"
"Death Rate","1964","Ireland","Rate per 1,000","11"
"Death Rate","1965","Ireland","Rate per 1,000","12"
"Death Rate","1966","Ireland","Rate per 1,000","12"
"Death Rate","1967","Ireland","Rate per 1,000","11"
"Death Rate","1968","Ireland","Rate per 1,000","11"
"Death Rate","1969","Ireland","Rate per 1,000","12"
"Death Rate","1970","Ireland","Rate per 1,000","11"
"Death Rate","1971","Ireland","Rate per 1,000","11"
"Death Rate","1972","Ireland","Rate per 1,000","11"
"Death Rate","1973","Ireland","Rate per 1,000","11"
"Death Rate","1974","Ireland","Rate per 1,000","11"
"Death Rate","1975","Ireland","Rate per 1,000","10"
"Death Rate","1976","Ireland","Rate per 1,000","11"
"Death Rate","1977","Ireland","Rate per 1,000","10"
"Death Rate","1978","Ireland","Rate per 1,000","10"
"Death Rate","1979","Ireland","Rate per 1,000","10"
"Death Rate","1980","Ireland","Rate per 1,000","10"
"Death Rate","1981","Ireland","Rate per 1,000","10"
"Death Rate","1982","Ireland","Rate per 1,000","9"
"Death Rate","1983","Ireland","Rate per 1,000","9"
"Death Rate","1984","Ireland","Rate per 1,000","9"
"Death Rate","1985","Ireland","Rate per 1,000","9"
"Death Rate","1986","Ireland","Rate per 1,000","10"
"Death Rate","1987","Ireland","Rate per 1,000","9"
"Death Rate","1988","Ireland","Rate per 1,000","9"
"Death Rate","1989","Ireland","Rate per 1,000","9"
"Death Rate","1990","Ireland","Rate per 1,000","9"
"Death Rate","1991","Ireland","Rate per 1,000","9"
"Death Rate","1992","Ireland","Rate per 1,000","9"
"Death Rate","1993","Ireland","Rate per 1,000","9"
"Death Rate","1994","Ireland","Rate per 1,000","9"
"Death Rate","1995","Ireland","Rate per 1,000","9"
"Death Rate","1996","Ireland","Rate per 1,000","9"
"Death Rate","1997","Ireland","Rate per 1,000","9"
"Death Rate, Urban","1923","Ireland","Rate per 1,000","15"
"Death Rate, Urban","1924","Ireland","Rate per 1,000","17"
"Death Rate, Urban","1925","Ireland","Rate per 1,000","16"
"Death Rate, Urban","1926","Ireland","Rate per 1,000","16"
"Death Rate, Urban","1927","Ireland","Rate per 1,000","16"
"Death Rate, Urban","1928","Ireland","Rate per 1,000","15"
"Death Rate, Urban","1929","Ireland","Rate per 1,000","16"
"Death Rate, Urban","1930","Ireland","Rate per 1,000","15"
"Death Rate, Urban","1931","Ireland","Rate per 1,000","15"
"Death Rate, Urban","1932","Ireland","Rate per 1,000","15"
"Death Rate, Urban","1933","Ireland","Rate per 1,000","15"
"Death Rate, Urban","1934","Ireland","Rate per 1,000","14"
"Death Rate, Urban","1935","Ireland","Rate per 1,000","14"
"Death Rate, Urban","1936","Ireland","Rate per 1,000","14"
"Death Rate, Urban","1937","Ireland","Rate per 1,000","15"
"Death Rate, Urban","1938","Ireland","Rate per 1,000","13"
"Death Rate, Urban","1939","Ireland","Rate per 1,000","13"
"Death Rate, Urban","1940","Ireland","Rate per 1,000","14"
"Death Rate, Urban","1941","Ireland","Rate per 1,000","15"
"Death Rate, Urban","1942","Ireland","Rate per 1,000","15"
"Death Rate, Urban","1943","Ireland","Rate per 1,000","15"
"Death Rate, Urban","1944","Ireland","Rate per 1,000","15"
"Death Rate, Urban","1945","Ireland","Rate per 1,000","14"
"Death Rate, Urban","1946","Ireland","Rate per 1,000","13"
"Death Rate, Urban","1947","Ireland","Rate per 1,000","14"
"Death Rate, Urban","1948","Ireland","Rate per 1,000","12"
"Death Rate, Urban","1949","Ireland","Rate per 1,000","12"
"Death Rate, Urban","1950","Ireland","Rate per 1,000","12"
"Death Rate, Urban","1951","Ireland","Rate per 1,000","12"
"Death Rate, Urban","1952","Ireland","Rate per 1,000","11"
"Death Rate, Urban","1953","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1954","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1955","Ireland","Rate per 1,000","11"
"Death Rate, Urban","1956","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1957","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1958","Ireland","Rate per 1,000","11"
"Death Rate, Urban","1959","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1960","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1961","Ireland","Rate per 1,000","11"
"Death Rate, Urban","1962","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1963","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1964","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1965","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1966","Ireland","Rate per 1,000","11"
"Death Rate, Urban","1967","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1968","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1969","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1970","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1971","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1972","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1973","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1974","Ireland","Rate per 1,000","10"
"Death Rate, Urban","1975","Ireland","Rate per 1,000",""
"Death Rate, Urban","1976","Ireland","Rate per 1,000",""
"Death Rate, Urban","1977","Ireland","Rate per 1,000",""
"Death Rate, Urban","1978","Ireland","Rate per 1,000",""
"Death Rate, Urban","1979","Ireland","Rate per 1,000",""
"Death Rate, Urban","1980","Ireland","Rate per 1,000",""
"Death Rate, Urban","1981","Ireland","Rate per 1,000",""
"Death Rate, Urban","1982","Ireland","Rate per 1,000",""
"Death Rate, Urban","1983","Ireland","Rate per 1,000",""
"Death Rate, Urban","1984","Ireland","Rate per 1,000",""
"Death Rate, Urban","1985","Ireland","Rate per 1,000",""
"Death Rate, Urban","1986","Ireland","Rate per 1,000",""
"Death Rate, Urban","1987","Ireland","Rate per 1,000",""
"Death Rate, Urban","1988","Ireland","Rate per 1,000",""
"Death Rate, Urban","1989","Ireland","Rate per 1,000",""
"Death Rate, Urban","1990","Ireland","Rate per 1,000",""
"Death Rate, Urban","1991","Ireland","Rate per 1,000",""
"Death Rate, Urban","1992","Ireland","Rate per 1,000",""
"Death Rate, Urban","1993","Ireland","Rate per 1,000",""
"Death Rate, Urban","1994","Ireland","Rate per 1,000",""
"Death Rate, Urban","1995","Ireland","Rate per 1,000",""
"Death Rate, Urban","1996","Ireland","Rate per 1,000",""
"Death Rate, Urban","1997","Ireland","Rate per 1,000",""
"Death Rate, Rural","1923","Ireland","Rate per 1,000","14"
"Death Rate, Rural","1924","Ireland","Rate per 1,000","14"
"Death Rate, Rural","1925","Ireland","Rate per 1,000","14"
"Death Rate, Rural","1926","Ireland","Rate per 1,000","13"
"Death Rate, Rural","1927","Ireland","Rate per 1,000","14"
"Death Rate, Rural","1928","Ireland","Rate per 1,000","14"
"Death Rate, Rural","1929","Ireland","Rate per 1,000","14"
"Death Rate, Rural","1930","Ireland","Rate per 1,000","14"
"Death Rate, Rural","1931","Ireland","Rate per 1,000","14"
"Death Rate, Rural","1932","Ireland","Rate per 1,000","14"
"Death Rate, Rural","1933","Ireland","Rate per 1,000","13"
"Death Rate, Rural","1934","Ireland","Rate per 1,000","13"
"Death Rate, Rural","1935","Ireland","Rate per 1,000","14"
"Death Rate, Rural","1936","Ireland","Rate per 1,000","14"
"Death Rate, Rural","1937","Ireland","Rate per 1,000","16"
"Death Rate, Rural","1938","Ireland","Rate per 1,000","14"
"Death Rate, Rural","1939","Ireland","Rate per 1,000","15"
"Death Rate, Rural","1940","Ireland","Rate per 1,000","14"
"Death Rate, Rural","1941","Ireland","Rate per 1,000","15"
"Death Rate, Rural","1942","Ireland","Rate per 1,000","15"
"Death Rate, Rural","1943","Ireland","Rate per 1,000","15"
"Death Rate, Rural","1944","Ireland","Rate per 1,000","16"
"Death Rate, Rural","1945","Ireland","Rate per 1,000","15"
"Death Rate, Rural","1946","Ireland","Rate per 1,000","14"
"Death Rate, Rural","1947","Ireland","Rate per 1,000","15"
"Death Rate, Rural","1948","Ireland","Rate per 1,000","13"
"Death Rate, Rural","1949","Ireland","Rate per 1,000","13"
"Death Rate, Rural","1950","Ireland","Rate per 1,000","13"
"Death Rate, Rural","1951","Ireland","Rate per 1,000","15"
"Death Rate, Rural","1952","Ireland","Rate per 1,000","13"
"Death Rate, Rural","1953","Ireland","Rate per 1,000","13"
