GUID_,year,Population
2AE196291E4613A3E055000000000001,2016_Population,1613.0
2AE196291B5413A3E055000000000001,2016_Population,206.0
2AE196291A2413A3E055000000000001,2016_Population,435.0
2AE196291C8D13A3E055000000000001,2016_Population,669.0
2AE1962917E413A3E055000000000001,2016_Population,1573.0
2AE1962919A313A3E055000000000001,2016_Population,274.0
2AE1962917ED13A3E055000000000001,2016_Population,554.0
2AE196291D7713A3E055000000000001,2016_Population,291.0
2AE196291ACB13A3E055000000000001,2016_Population,164.0
2AE19629201613A3E055000000000001,2016_Population,101.0
2AE196291A6113A3E055000000000001,2016_Population,267.0
2AE196291DB313A3E055000000000001,2016_Population,1365.0
2AE196291E5813A3E055000000000001,2016_Population,92.0
2AE1962923B813A3E055000000000001,2016_Population,598.0
2AE1962923D313A3E055000000000001,2016_Population,470.0
2AE196291EA713A3E055000000000001,2016_Population,277.0
2AE19629226713A3E055000000000001,2016_Population,4940.0
2AE196291F5F13A3E055000000000001,2016_Population,536.0
2AE1962919C613A3E055000000000001,2016_Population,998.0
2AE196291BA813A3E055000000000001,2016_Population,993.0
2AE19629173B13A3E055000000000001,2016_Population,91.0
2AE196291FD313A3E055000000000001,2016_Population,1986.0
2AE196291D0113A3E055000000000001,2016_Population,4096.0
2AE196291F6F13A3E055000000000001,2016_Population,502.0
2AE19629238A13A3E055000000000001,2016_Population,232.0
2AE196291CD013A3E055000000000001,2016_Population,4956.0
2AE19629218413A3E055000000000001,2016_Population,1476.0
2AE196291DCF13A3E055000000000001,2016_Population,2488.0
2AE1962923AD13A3E055000000000001,2016_Population,390.0
2AE1962916CB13A3E055000000000001,2016_Population,433.0
2AE1962916D413A3E055000000000001,2016_Population,1252.0
2AE19629171C13A3E055000000000001,2016_Population,260.0
2AE196291CB213A3E055000000000001,2016_Population,2674.0
2AE1962918B213A3E055000000000001,2016_Population,550.0
2AE19629203F13A3E055000000000001,2016_Population,288.0
2AE196291FA613A3E055000000000001,2016_Population,667.0
2AE196291FE513A3E055000000000001,2016_Population,211.0
2AE1962919D513A3E055000000000001,2016_Population,1723.0
2AE19629214D13A3E055000000000001,2016_Population,1474.0
2AE196291EFB13A3E055000000000001,2016_Population,292.0
2AE19629196B13A3E055000000000001,2016_Population,236.0
2AE19629205313A3E055000000000001,2016_Population,469.0
2AE196291D4913A3E055000000000001,2016_Population,2411.0
2AE1962919AD13A3E055000000000001,2016_Population,118.0
2AE19629221913A3E055000000000001,2016_Population,794.0
2AE1962919D813A3E055000000000001,2016_Population,320.0
2AE196291D9213A3E055000000000001,2016_Population,631.0
2AE196291C6813A3E055000000000001,2016_Population,1055.0
2AE196291E6E13A3E055000000000001,2016_Population,865.0
2AE196291F0813A3E055000000000001,2016_Population,630.0
2AE19629217013A3E055000000000001,2016_Population,1243.0
2AE196291BF613A3E055000000000001,2016_Population,250.0
2AE196291DF713A3E055000000000001,2016_Population,2188.0
2AE196291C8613A3E055000000000001,2016_Population,416.0
2AE19629201D13A3E055000000000001,2016_Population,216.0
2AE196291DD613A3E055000000000001,2016_Population,2757.0
2AE1962917A513A3E055000000000001,2016_Population,403.0
2AE1962921C613A3E055000000000001,2016_Population,461.0
2AE19629183713A3E055000000000001,2016_Population,1025.0
2AE19629186B13A3E055000000000001,2016_Population,325.0
2AE19629182613A3E055000000000001,2016_Population,11864.0
2AE19629235413A3E055000000000001,2016_Population,999.0
2AE1962917E913A3E055000000000001,2016_Population,773.0
2AE196291B8913A3E055000000000001,2016_Population,689.0
2AE1962923F313A3E055000000000001,2016_Population,595.0
2AE1962923DA13A3E055000000000001,2016_Population,400.0
2AE19629171113A3E055000000000001,2016_Population,465.0
2AE19629189D13A3E055000000000001,2016_Population,364.0
2AE19629173913A3E055000000000001,2016_Population,126.0
2AE1962923F013A3E055000000000001,2016_Population,332.0
2AE1962919EA13A3E055000000000001,2016_Population,271.0
2AE196291F8113A3E055000000000001,2016_Population,211.0
2AE19629191413A3E055000000000001,2016_Population,638.0
2AE196291B6D13A3E055000000000001,2016_Population,235.0
2AE1962917FE13A3E055000000000001,2016_Population,1593.0
2AE1962916C713A3E055000000000001,2016_Population,211.0
2AE1962916CE13A3E055000000000001,2016_Population,267.0
2AE19629228113A3E055000000000001,2016_Population,290.0
2AE19629200A13A3E055000000000001,2016_Population,1911.0
2AE196291B1113A3E055000000000001,2016_Population,109.0
2AE19629235513A3E055000000000001,2016_Population,1531.0
2AE196291C6213A3E055000000000001,2016_Population,394.0
2AE19629201913A3E055000000000001,2016_Population,650.0
2AE19629178113A3E055000000000001,2016_Population,364.0
2AE1962922B013A3E055000000000001,2016_Population,2962.0
2AE196291CDA13A3E055000000000001,2016_Population,546.0
2AE196291C8113A3E055000000000001,2016_Population,523.0
2AE196291FF813A3E055000000000001,2016_Population,846.0
2AE19629195313A3E055000000000001,2016_Population,355.0
2AE196291C0813A3E055000000000001,2016_Population,664.0
2AE19629219B13A3E055000000000001,2016_Population,512.0
2AE1962918F513A3E055000000000001,2016_Population,1475.0
2AE196291F3D13A3E055000000000001,2016_Population,244.0
2AE19629218213A3E055000000000001,2016_Population,1143.0
2AE19629215C13A3E055000000000001,2016_Population,1492.0
2AE196291CBF13A3E055000000000001,2016_Population,3733.0
2AE1962922B313A3E055000000000001,2016_Population,343.0
2AE19629207613A3E055000000000001,2016_Population,310.0
2AE196291AE513A3E055000000000001,2016_Population,241.0
2AE1962917FD13A3E055000000000001,2016_Population,715.0
2AE196291BBF13A3E055000000000001,2016_Population,381.0
2AE1962923FC13A3E055000000000001,2016_Population,923.0
2AE1962916C313A3E055000000000001,2016_Population,939.0
2AE19629230013A3E055000000000001,2016_Population,318.0
2AE1962923FF13A3E055000000000001,2016_Population,433.0
2AE196291D8713A3E055000000000001,2016_Population,2218.0
2AE19629197413A3E055000000000001,2016_Population,1556.0
2AE1962920F913A3E055000000000001,2016_Population,395.0
2AE196291BC013A3E055000000000001,2016_Population,883.0
2AE196291F3F13A3E055000000000001,2016_Population,8353.0
2AE19629217713A3E055000000000001,2016_Population,944.0
2AE1962920B213A3E055000000000001,2016_Population,525.0
2AE19629237913A3E055000000000001,2016_Population,599.0
2AE196291C5D13A3E055000000000001,2016_Population,942.0
2AE196291B7513A3E055000000000001,2016_Population,213.0
2AE196291AE813A3E055000000000001,2016_Population,599.0
2AE1962918F413A3E055000000000001,2016_Population,493.0
2AE196291E8413A3E055000000000001,2016_Population,246.0
2AE196291DC113A3E055000000000001,2016_Population,443.0
2AE196291BD813A3E055000000000001,2016_Population,1237.0
2AE196291BD413A3E055000000000001,2016_Population,536.0
2AE196291CBE13A3E055000000000001,2016_Population,6318.0
2AE1962923CC13A3E055000000000001,2016_Population,496.0
2AE19629209713A3E055000000000001,2016_Population,852.0
2AE19629239213A3E055000000000001,2016_Population,669.0
2AE196291A6313A3E055000000000001,2016_Population,342.0
2AE196291E7D13A3E055000000000001,2016_Population,456.0
2AE1962922B213A3E055000000000001,2016_Population,2732.0
2AE19629188E13A3E055000000000001,2016_Population,1145.0
2AE196291D8F13A3E055000000000001,2016_Population,901.0
2AE19629220013A3E055000000000001,2016_Population,134.0
2AE196291E9513A3E055000000000001,2016_Population,943.0
2AE196291BA213A3E055000000000001,2016_Population,1662.0
2AE19629231913A3E055000000000001,2016_Population,763.0
2AE196291E6413A3E055000000000001,2016_Population,1361.0
2AE19629186013A3E055000000000001,2016_Population,480.0
2AE196291DA913A3E055000000000001,2016_Population,8273.0
2AE196291F6613A3E055000000000001,2016_Population,990.0
2AE196291CFE13A3E055000000000001,2016_Population,11323.0
2AE19629187413A3E055000000000001,2016_Population,580.0
2AE19629190413A3E055000000000001,2016_Population,1096.0
2AE1962921AF13A3E055000000000001,2016_Population,2756.0
2AE19629237C13A3E055000000000001,2016_Population,326.0
2AE19629204E13A3E055000000000001,2016_Population,369.0
2AE19629225C13A3E055000000000001,2016_Population,823.0
2AE196291FBE13A3E055000000000001,2016_Population,952.0
2AE196291DE013A3E055000000000001,2016_Population,7429.0
2AE196291C4113A3E055000000000001,2016_Population,279.0
2AE196291B5313A3E055000000000001,2016_Population,426.0
2AE19629197613A3E055000000000001,2016_Population,4144.0
2AE196291E0613A3E055000000000001,2016_Population,2765.0
2AE196291EFE13A3E055000000000001,2016_Population,239.0
2AE1962922F413A3E055000000000001,2016_Population,329.0
2AE196291E0213A3E055000000000001,2016_Population,4602.0
2AE19629208E13A3E055000000000001,2016_Population,1080.0
2AE196291D2013A3E055000000000001,2016_Population,1756.0
2AE1962921E013A3E055000000000001,2016_Population,342.0
2AE196291ECD13A3E055000000000001,2016_Population,2240.0
2AE1962920DC13A3E055000000000001,2016_Population,282.0
2AE19629200913A3E055000000000001,2016_Population,196.0
2AE1962917DD13A3E055000000000001,2016_Population,1962.0
2AE19629222013A3E055000000000001,2016_Population,2114.0
2AE196291D8D13A3E055000000000001,2016_Population,5186.0
2AE196291ED413A3E055000000000001,2016_Population,1378.0
2AE19629234B13A3E055000000000001,2016_Population,1537.0
2AE196291BBC13A3E055000000000001,2016_Population,593.0
2AE196291B5913A3E055000000000001,2016_Population,638.0
2AE196291DC213A3E055000000000001,2016_Population,1129.0
2AE196291BD313A3E055000000000001,2016_Population,642.0
2AE19629203513A3E055000000000001,2016_Population,222.0
2AE196291C8213A3E055000000000001,2016_Population,660.0
2AE196291B4E13A3E055000000000001,2016_Population,440.0
2AE19629240513A3E055000000000001,2016_Population,224.0
2AE19629184813A3E055000000000001,2016_Population,272.0
2AE196291C9513A3E055000000000001,2016_Population,1253.0
2AE19629196313A3E055000000000001,2016_Population,795.0
2AE19629199713A3E055000000000001,2016_Population,864.0
2AE196291B6813A3E055000000000001,2016_Population,312.0
2AE196291A7A13A3E055000000000001,2016_Population,109.0
2AE19629223713A3E055000000000001,2016_Population,545.0
2AE19629206013A3E055000000000001,2016_Population,895.0
2AE19629235F13A3E055000000000001,2016_Population,4132.0
2AE196291FBF13A3E055000000000001,2016_Population,793.0
2AE19629177813A3E055000000000001,2016_Population,1692.0
2AE196291CD113A3E055000000000001,2016_Population,2714.0
2AE196291E4213A3E055000000000001,2016_Population,828.0
2AE196291C7713A3E055000000000001,2016_Population,531.0
2AE196291DEA13A3E055000000000001,2016_Population,5965.0
2AE196291D8A13A3E055000000000001,2016_Population,2757.0
2AE19629229A13A3E055000000000001,2016_Population,1571.0
2AE19629228A13A3E055000000000001,2016_Population,1018.0
2AE1962919EB13A3E055000000000001,2016_Population,778.0
2AE196291BFA13A3E055000000000001,2016_Population,448.0
2AE19629176713A3E055000000000001,2016_Population,1814.0
2AE19629204613A3E055000000000001,2016_Population,547.0
2AE19629207E13A3E055000000000001,2016_Population,414.0
2AE196291A7913A3E055000000000001,2016_Population,433.0
2AE196291B4213A3E055000000000001,2016_Population,1692.0
2AE19629202313A3E055000000000001,2016_Population,335.0
2AE196291AAA13A3E055000000000001,2016_Population,3679.0
2AE1962920B613A3E055000000000001,2016_Population,2089.0
2AE1962922C113A3E055000000000001,2016_Population,479.0
2AE196291B9C13A3E055000000000001,2016_Population,132.0
2AE19629189613A3E055000000000001,2016_Population,373.0
2AE19629217413A3E055000000000001,2016_Population,2044.0
2AE196291F8313A3E055000000000001,2016_Population,1041.0
2AE19629179513A3E055000000000001,2016_Population,900.0
2AE1962918BA13A3E055000000000001,2016_Population,1521.0
2AE196291CAA13A3E055000000000001,2016_Population,586.0
2AE19629205813A3E055000000000001,2016_Population,241.0
2AE1962922B513A3E055000000000001,2016_Population,291.0
2AE196291ABB13A3E055000000000001,2016_Population,1385.0
2AE1962920E613A3E055000000000001,2016_Population,1886.0
2AE1962923EF13A3E055000000000001,2016_Population,866.0
2AE196291EBB13A3E055000000000001,2016_Population,475.0
2AE196291CE013A3E055000000000001,2016_Population,4496.0
2AE1962922C513A3E055000000000001,2016_Population,239.0
2AE19629194513A3E055000000000001,2016_Population,1008.0
2AE196291AB013A3E055000000000001,2016_Population,307.0
2AE196291A8313A3E055000000000001,2016_Population,357.0
2AE1962922B813A3E055000000000001,2016_Population,434.0
2AE19629220A13A3E055000000000001,2016_Population,392.0
2AE196291BE413A3E055000000000001,2016_Population,492.0
2AE1962918A013A3E055000000000001,2016_Population,320.0
2AE196291DB613A3E055000000000001,2016_Population,5078.0
2AE19629234C13A3E055000000000001,2016_Population,810.0
2AE19629221E13A3E055000000000001,2016_Population,17825.0
2AE19629196013A3E055000000000001,2016_Population,966.0
2AE19629173D13A3E055000000000001,2016_Population,240.0
2AE19629172413A3E055000000000001,2016_Population,1524.0
2AE19629228413A3E055000000000001,2016_Population,660.0
2AE19629204D13A3E055000000000001,2016_Population,385.0
2AE19629224513A3E055000000000001,2016_Population,587.0
2AE1962919EE13A3E055000000000001,2016_Population,164.0
2AE196291EB313A3E055000000000001,2016_Population,278.0
2AE196291AED13A3E055000000000001,2016_Population,806.0
2AE196291E8813A3E055000000000001,2016_Population,886.0
2AE196291EA613A3E055000000000001,2016_Population,788.0
2AE196291A5A13A3E055000000000001,2016_Population,683.0
2AE196291B1813A3E055000000000001,2016_Population,1046.0
2AE1962923A613A3E055000000000001,2016_Population,527.0
2AE196291BBA13A3E055000000000001,2016_Population,812.0
2AE1962921A913A3E055000000000001,2016_Population,699.0
2AE19629223013A3E055000000000001,2016_Population,467.0
2AE19629181813A3E055000000000001,2016_Population,506.0
2AE196291F5B13A3E055000000000001,2016_Population,1499.0
2AE19629174713A3E055000000000001,2016_Population,296.0
2AE196291A2213A3E055000000000001,2016_Population,708.0
2AE1962916FC13A3E055000000000001,2016_Population,1107.0
2AE196291A9A13A3E055000000000001,2016_Population,523.0
2AE1962917D613A3E055000000000001,2016_Population,586.0
2AE19629194213A3E055000000000001,2016_Population,897.0
2AE19629174A13A3E055000000000001,2016_Population,221.0
2AE1962918F313A3E055000000000001,2016_Population,215.0
2AE196291A4313A3E055000000000001,2016_Population,2404.0
2AE196291ADF13A3E055000000000001,2016_Population,342.0
2AE19629234313A3E055000000000001,2016_Population,1823.0
2AE1962916FF13A3E055000000000001,2016_Population,305.0
2AE1962919F313A3E055000000000001,2016_Population,418.0
2AE196291A8013A3E055000000000001,2016_Population,508.0
2AE196291EDE13A3E055000000000001,2016_Population,279.0
2AE196291C8513A3E055000000000001,2016_Population,462.0
2AE1962921F013A3E055000000000001,2016_Population,1081.0
2AE196291C7813A3E055000000000001,2016_Population,449.0
2AE196291EE813A3E055000000000001,2016_Population,475.0
2AE1962920A313A3E055000000000001,2016_Population,366.0
2AE1962919FF13A3E055000000000001,2016_Population,267.0
2AE19629215013A3E055000000000001,2016_Population,843.0
2AE196291C4B13A3E055000000000001,2016_Population,632.0
2AE1962921E413A3E055000000000001,2016_Population,626.0
2AE1962920B113A3E055000000000001,2016_Population,413.0
2AE1962918E313A3E055000000000001,2016_Population,1710.0
2AE196291CC813A3E055000000000001,2016_Population,3871.0
2AE196291BED13A3E055000000000001,2016_Population,139.0
2AE19629230113A3E055000000000001,2016_Population,1413.0
2AE19629175513A3E055000000000001,2016_Population,699.0
2AE196291CD813A3E055000000000001,2016_Population,1553.0
2AE1962923CA13A3E055000000000001,2016_Population,450.0
2AE196291C2113A3E055000000000001,2016_Population,365.0
2AE196291E0F13A3E055000000000001,2016_Population,866.0
2AE196291DBF13A3E055000000000001,2016_Population,1598.0
2AE196291BCC13A3E055000000000001,2016_Population,7560.0
2AE1962917CD13A3E055000000000001,2016_Population,2653.0
2AE1962917D413A3E055000000000001,2016_Population,298.0
2AE196291E8913A3E055000000000001,2016_Population,421.0
2AE19629206813A3E055000000000001,2016_Population,738.0
2AE19629204F13A3E055000000000001,2016_Population,1876.0
2AE1962916AB13A3E055000000000001,2016_Population,345.0
2AE1962922A213A3E055000000000001,2016_Population,1079.0
2AE196291E9D13A3E055000000000001,2016_Population,2639.0
2AE196291E9713A3E055000000000001,2016_Population,617.0
2AE1962920BC13A3E055000000000001,2016_Population,4524.0
2AE196291E0B13A3E055000000000001,2016_Population,2153.0
2AE196291DE113A3E055000000000001,2016_Population,6149.0
2AE196291B2B13A3E055000000000001,2016_Population,790.0
2AE1962917EC13A3E055000000000001,2016_Population,664.0
2AE19629172713A3E055000000000001,2016_Population,736.0
2AE19629229C13A3E055000000000001,2016_Population,1182.0
2AE196291B3313A3E055000000000001,2016_Population,774.0
2AE19629234113A3E055000000000001,2016_Population,546.0
2AE1962916B013A3E055000000000001,2016_Population,484.0
2AE1962917F113A3E055000000000001,2016_Population,738.0
2AE1962919E013A3E055000000000001,2016_Population,376.0
2AE19629238013A3E055000000000001,2016_Population,255.0
2AE196291F6B13A3E055000000000001,2016_Population,862.0
2AE1962917B013A3E055000000000001,2016_Population,416.0
2AE1962922CD13A3E055000000000001,2016_Population,613.0
2AE19629227A13A3E055000000000001,2016_Population,256.0
2AE19629239913A3E055000000000001,2016_Population,649.0
2AE19629183013A3E055000000000001,2016_Population,2588.0
2AE1962918E913A3E055000000000001,2016_Population,564.0
2AE196291DD513A3E055000000000001,2016_Population,3351.0
2AE196291D5213A3E055000000000001,2016_Population,212.0
2AE196291B0113A3E055000000000001,2016_Population,732.0
2AE1962916CF13A3E055000000000001,2016_Population,309.0
2AE19629197813A3E055000000000001,2016_Population,578.0
2AE1962920C813A3E055000000000001,2016_Population,1634.0
2AE196291C3413A3E055000000000001,2016_Population,810.0
2AE1962918D713A3E055000000000001,2016_Population,1447.0
2AE196291DE913A3E055000000000001,2016_Population,2859.0
2AE196291B9313A3E055000000000001,2016_Population,353.0
2AE196291C7513A3E055000000000001,2016_Population,734.0
2AE19629209213A3E055000000000001,2016_Population,848.0
2AE196291C0913A3E055000000000001,2016_Population,897.0
2AE1962922DD13A3E055000000000001,2016_Population,354.0
2AE196291ACC13A3E055000000000001,2016_Population,623.0
2AE196291C0613A3E055000000000001,2016_Population,1169.0
2AE196291D1C13A3E055000000000001,2016_Population,2736.0
2AE196291A1C13A3E055000000000001,2016_Population,677.0
2AE196291B7713A3E055000000000001,2016_Population,269.0
2AE19629230E13A3E055000000000001,2016_Population,1808.0
2AE19629196213A3E055000000000001,2016_Population,161.0
2AE196291AE113A3E055000000000001,2016_Population,349.0
2AE196291A0213A3E055000000000001,2016_Population,897.0
2AE196291F5913A3E055000000000001,2016_Population,429.0
2AE196291FC113A3E055000000000001,2016_Population,692.0
2AE1962921F413A3E055000000000001,2016_Population,326.0
2AE19629207C13A3E055000000000001,2016_Population,2366.0
2AE196291F7F13A3E055000000000001,2016_Population,761.0
2AE19629240813A3E055000000000001,2016_Population,585.0
2AE19629192913A3E055000000000001,2016_Population,217.0
2AE19629236F13A3E055000000000001,2016_Population,910.0
2AE196291AE613A3E055000000000001,2016_Population,284.0
2AE19629217113A3E055000000000001,2016_Population,156.0
2AE1962921B713A3E055000000000001,2016_Population,773.0
2AE196291A8D13A3E055000000000001,2016_Population,564.0
2AE196291CFF13A3E055000000000001,2016_Population,11316.0
2AE1962923ED13A3E055000000000001,2016_Population,312.0
2AE196291DFD13A3E055000000000001,2016_Population,165.0
2AE196291CCC13A3E055000000000001,2016_Population,3996.0
2AE1962919C113A3E055000000000001,2016_Population,1014.0
2AE1962921DE13A3E055000000000001,2016_Population,309.0
2AE1962920C713A3E055000000000001,2016_Population,1491.0
2AE196291C7413A3E055000000000001,2016_Population,263.0
2AE19629176113A3E055000000000001,2016_Population,1415.0
2AE196291E1413A3E055000000000001,2016_Population,375.0
2AE196291E5B13A3E055000000000001,2016_Population,957.0
2AE19629225913A3E055000000000001,2016_Population,1789.0
2AE196291A3213A3E055000000000001,2016_Population,331.0
2AE196291FD713A3E055000000000001,2016_Population,1966.0
2AE196291B5D13A3E055000000000001,2016_Population,461.0
2AE196291FDA13A3E055000000000001,2016_Population,339.0
2AE19629182F13A3E055000000000001,2016_Population,864.0
2AE19629234613A3E055000000000001,2016_Population,1283.0
2AE196291C6613A3E055000000000001,2016_Population,186.0
2AE19629227413A3E055000000000001,2016_Population,1414.0
2AE196291C3713A3E055000000000001,2016_Population,1102.0
2AE196291DA513A3E055000000000001,2016_Population,2489.0
2AE196291C5B13A3E055000000000001,2016_Population,206.0
2AE19629215913A3E055000000000001,2016_Population,1934.0
2AE196291E8B13A3E055000000000001,2016_Population,456.0
2AE196291CA113A3E055000000000001,2016_Population,3973.0
2AE196291CA213A3E055000000000001,2016_Population,2714.0
2AE196291BFC13A3E055000000000001,2016_Population,224.0
2AE196291E7B13A3E055000000000001,2016_Population,549.0
2AE1962920ED13A3E055000000000001,2016_Population,802.0
2AE196291CDF13A3E055000000000001,2016_Population,3257.0
2AE19629235713A3E055000000000001,2016_Population,402.0
2AE196291FB413A3E055000000000001,2016_Population,763.0
2AE196291F4F13A3E055000000000001,2016_Population,1226.0
2AE1962922D213A3E055000000000001,2016_Population,670.0
2AE1962921B013A3E055000000000001,2016_Population,2064.0
2AE196291A9413A3E055000000000001,2016_Population,496.0
2AE1962918FC13A3E055000000000001,2016_Population,100.0
2AE196291CFC13A3E055000000000001,2016_Population,2047.0
2AE19629225713A3E055000000000001,2016_Population,1945.0
2AE19629189513A3E055000000000001,2016_Population,405.0
2AE19629214613A3E055000000000001,2016_Population,458.0
2AE19629211213A3E055000000000001,2016_Population,1310.0
2AE19629186213A3E055000000000001,2016_Population,1560.0
2AE1962921B313A3E055000000000001,2016_Population,1039.0
2AE1962923F813A3E055000000000001,2016_Population,816.0
2AE19629229E13A3E055000000000001,2016_Population,424.0
2AE196291D5313A3E055000000000001,2016_Population,470.0
2AE19629227313A3E055000000000001,2016_Population,413.0
2AE196291DB113A3E055000000000001,2016_Population,6386.0
2AE196291F7513A3E055000000000001,2016_Population,204.0
2AE196291EA913A3E055000000000001,2016_Population,634.0
2AE19629224813A3E055000000000001,2016_Population,1133.0
2AE196291ADE13A3E055000000000001,2016_Population,204.0
2AE196291ED013A3E055000000000001,2016_Population,439.0
2AE19629196913A3E055000000000001,2016_Population,4264.0
2AE196291D3713A3E055000000000001,2016_Population,1341.0
2AE19629223C13A3E055000000000001,2016_Population,2971.0
2AE19629222413A3E055000000000001,2016_Population,279.0
2AE196291B2213A3E055000000000001,2016_Population,471.0
2AE1962919D113A3E055000000000001,2016_Population,155.0
3576C59993454152E0530100007F0280,2016_Population,321.0
2AE19629203213A3E055000000000001,2016_Population,149.0
2AE19629214713A3E055000000000001,2016_Population,1264.0
2AE196291B2413A3E055000000000001,2016_Population,511.0
2AE196291AD813A3E055000000000001,2016_Population,676.0
2AE19629184A13A3E055000000000001,2016_Population,427.0
2AE1962922F013A3E055000000000001,2016_Population,362.0
2AE19629233E13A3E055000000000001,2016_Population,6060.0
2AE196291C1E13A3E055000000000001,2016_Population,746.0
2AE19629233413A3E055000000000001,2016_Population,363.0
2AE196291F5813A3E055000000000001,2016_Population,1024.0
2AE196291BE213A3E055000000000001,2016_Population,1159.0
2AE19629204413A3E055000000000001,2016_Population,2750.0
2AE196291BF513A3E055000000000001,2016_Population,555.0
2AE1962919C913A3E055000000000001,2016_Population,410.0
2AE196291C6513A3E055000000000001,2016_Population,306.0
2AE19629239113A3E055000000000001,2016_Population,1401.0
2AE1962918DC13A3E055000000000001,2016_Population,181.0
2AE196291F8713A3E055000000000001,2016_Population,1182.0
2AE1962920FA13A3E055000000000001,2016_Population,457.0
2AE196291F8613A3E055000000000001,2016_Population,551.0
2AE19629233B13A3E055000000000001,2016_Population,341.0
2AE19629213113A3E055000000000001,2016_Population,1470.0
2AE1962919E413A3E055000000000001,2016_Population,456.0
2AE19629228713A3E055000000000001,2016_Population,358.0
2AE196291C1D13A3E055000000000001,2016_Population,333.0
2AE19629195E13A3E055000000000001,2016_Population,1716.0
2AE196291CB713A3E055000000000001,2016_Population,17824.0
2AE1962918AB13A3E055000000000001,2016_Population,654.0
2AE19629172913A3E055000000000001,2016_Population,489.0
2AE196291B1F13A3E055000000000001,2016_Population,435.0
2AE19629187813A3E055000000000001,2016_Population,1800.0
2AE1962923EC13A3E055000000000001,2016_Population,1001.0
2AE19629215213A3E055000000000001,2016_Population,782.0
2AE19629217D13A3E055000000000001,2016_Population,2733.0
2AE196291D7513A3E055000000000001,2016_Population,494.0
2AE19629206913A3E055000000000001,2016_Population,1472.0
2AE19629215E13A3E055000000000001,2016_Population,2185.0
2AE196291AE913A3E055000000000001,2016_Population,741.0
2AE19629232713A3E055000000000001,2016_Population,221.0
2AE196291ED613A3E055000000000001,2016_Population,3570.0
2AE1962916C013A3E055000000000001,2016_Population,399.0
2AE196291D2513A3E055000000000001,2016_Population,3174.0
2AE1962919A213A3E055000000000001,2016_Population,268.0
2AE1962916DB13A3E055000000000001,2016_Population,368.0
2AE19629185B13A3E055000000000001,2016_Population,521.0
2AE19629183B13A3E055000000000001,2016_Population,743.0
2AE1962920CA13A3E055000000000001,2016_Population,123.0
2AE1962917EE13A3E055000000000001,2016_Population,302.0
2AE196291D4D13A3E055000000000001,2016_Population,3714.0
2AE19629170D13A3E055000000000001,2016_Population,225.0
2AE1962921BE13A3E055000000000001,2016_Population,2706.0
2AE19629206B13A3E055000000000001,2016_Population,886.0
2AE19629216313A3E055000000000001,2016_Population,833.0
2AE196291A1413A3E055000000000001,2016_Population,1103.0
2AE196291DB713A3E055000000000001,2016_Population,3818.0
2AE19629230D13A3E055000000000001,2016_Population,512.0
2AE196291FB813A3E055000000000001,2016_Population,422.0
2AE1962918AE13A3E055000000000001,2016_Population,855.0
2AE19629215313A3E055000000000001,2016_Population,356.0
2AE196291B8E13A3E055000000000001,2016_Population,5938.0
2AE1962921A113A3E055000000000001,2016_Population,447.0
2AE196291F9F13A3E055000000000001,2016_Population,188.0
2AE19629190F13A3E055000000000001,2016_Population,1062.0
2AE196291C3313A3E055000000000001,2016_Population,427.0
2AE196291F9213A3E055000000000001,2016_Population,218.0
2AE19629223A13A3E055000000000001,2016_Population,396.0
2AE196291ADA13A3E055000000000001,2016_Population,378.0
2AE19629176213A3E055000000000001,2016_Population,1199.0
2AE196291C8A13A3E055000000000001,2016_Population,337.0
2AE196291A9F13A3E055000000000001,2016_Population,2085.0
2AE196291E1913A3E055000000000001,2016_Population,5488.0
2AE196291B8B13A3E055000000000001,2016_Population,1571.0
2AE1962923EB13A3E055000000000001,2016_Population,165.0
2AE1962917A413A3E055000000000001,2016_Population,354.0
2AE1962919E613A3E055000000000001,2016_Population,2827.0
2AE19629203A13A3E055000000000001,2016_Population,408.0
2AE1962918CF13A3E055000000000001,2016_Population,460.0
2AE196291FAA13A3E055000000000001,2016_Population,905.0
2AE1962919EC13A3E055000000000001,2016_Population,736.0
2AE1962918A213A3E055000000000001,2016_Population,401.0
2AE19629190A13A3E055000000000001,2016_Population,1038.0
2AE196291C8E13A3E055000000000001,2016_Population,440.0
2AE19629225E13A3E055000000000001,2016_Population,141.0
2AE196291FDB13A3E055000000000001,2016_Population,399.0
2AE196291C0A13A3E055000000000001,2016_Population,499.0
2AE196291C5713A3E055000000000001,2016_Population,395.0
2AE19629200013A3E055000000000001,2016_Population,183.0
2AE196291CE513A3E055000000000001,2016_Population,19027.0
2AE196291A9E13A3E055000000000001,2016_Population,3913.0
2AE19629184213A3E055000000000001,2016_Population,425.0
2AE1962916BC13A3E055000000000001,2016_Population,98.0
2AE19629194613A3E055000000000001,2016_Population,367.0
2AE196291F6313A3E055000000000001,2016_Population,674.0
2AE19629238213A3E055000000000001,2016_Population,3633.0
2AE196291F5113A3E055000000000001,2016_Population,344.0
2AE19629185F13A3E055000000000001,2016_Population,502.0
2AE1962922ED13A3E055000000000001,2016_Population,486.0
2AE1962919D213A3E055000000000001,2016_Population,379.0
2AE196291B0913A3E055000000000001,2016_Population,294.0
2AE19629197513A3E055000000000001,2016_Population,2985.0
2AE19629189413A3E055000000000001,2016_Population,442.0
2AE196291B2013A3E055000000000001,2016_Population,247.0
2AE196291E7913A3E055000000000001,2016_Population,427.0
